ID	Phylum
Succinivibrio	Proteobacteria
Sulfitobacter	Proteobacteria
Sulfuriferula	Proteobacteria
Sulfurifustis	Proteobacteria
Sulfuritalea	Proteobacteria
Sulfurovum	Campilobacterota
Sumerlaea	Sumerlaeota
Sutterella	Proteobacteria
Suttonella	Proteobacteria
Sva0081 sediment group	Desulfobacterota
Sva0996 marine group	Actinobacteriota
SWB02	Proteobacteria
Symplocastrum CPER-KK1	Cyanobacteria
Synergistes	Synergistota
Syntrophobacter	Desulfobacterota
Syntrophorhabdus	Desulfobacterota
Syntrophus	Desulfobacterota
SZB85	Proteobacteria
Tabrizicola	Proteobacteria
Tagaea	Proteobacteria
Tahibacter	Proteobacteria
Taibaiella	Bacteroidota
Tateyamaria	Proteobacteria
Tenggerimyces	Actinobacteriota
Tepidimonas	Proteobacteria
Tepidisphaera	Planctomycetota
Terrabacter	Actinobacteriota
Terrimicrobium	Verrucomicrobiota
Terrimonas	Bacteroidota
Terrisporobacter	Firmicutes
Tessaracoccus	Actinobacteriota
Tetrasphaera	Actinobacteriota
Thalassospira	Proteobacteria
Thauera	Proteobacteria
Thermoleophilum	Actinobacteriota
Thermomonas	Proteobacteria
Thermomonospora	Actinobacteriota
Thioalkalivibrio	Proteobacteria
Thiobacillus	Proteobacteria
Thiothrix	Proteobacteria
TM7a	Patescibacteria
TPD-58	Acidobacteriota
Treponema	Spirochaetota
Trichococcus	Firmicutes
Trichocoleus SAG 26.92	Cyanobacteria
Truepera	Deinococcota
Tsukamurella	Actinobacteriota
Tumebacillus	Firmicutes
Tunicatimonas	Bacteroidota
Turicibacter	Firmicutes
Tuzzerella	Firmicutes
TX1A-55	Proteobacteria
Tychonema CCAP 1459-11B	Cyanobacteria
Tyzzerella	Firmicutes
UBA1819	Firmicutes
UC5-1-2E3	Firmicutes
UCG-002	Firmicutes
UCG-003	Firmicutes
UCG-005	Firmicutes
UCG-007	Firmicutes
UCG-008	Firmicutes
UCG-009	Firmicutes
UKL13-1	Proteobacteria
Umezawaea	Actinobacteriota
Undibacterium	Proteobacteria
Ursidibacter	Proteobacteria
UTBCD1	Bacteroidota
UTCFX1	Chloroflexi
V9D2013 group	Firmicutes
Vagococcus	Firmicutes
Vallitalea	Firmicutes
Vampirovibrio	Cyanobacteria
Variovorax	Proteobacteria
Veillonella	Firmicutes
Verruc-01	Verrucomicrobiota
Verrucomicrobium	Verrucomicrobiota
Vibrio	Proteobacteria
Vicinamibacter	Acidobacteriota
Virgisporangium	Actinobacteriota
Vogesella	Proteobacteria
Vulgatibacter	Myxococcota
wb1-P19	Proteobacteria
WCHB1-32	Bacteroidota
Weissella	Firmicutes
Williamwhitmania	Bacteroidota
Woeseia	Proteobacteria
Wohlfahrtiimonas	Proteobacteria
Wolbachia	Proteobacteria
XBB1006	Firmicutes
Xylophilus	Proteobacteria
YC-ZSS-LKJ147	Gemmatimonadota
Yersinia	Proteobacteria
Yimella	Actinobacteriota
Yoonia-Loktanella	Proteobacteria
Zavarzinella	Planctomycetota
Zoogloea	Proteobacteria
ZOR0006	Firmicutes
